Lat,Lng,HDD30,CDD30
32.516667,-92.333333,2334,2298
30.2,-91.116667,1599,2598
30.8,-90.96667,1972,2268
31.75,-93.716667,2323,2130
32.816666999999995,-93.416667,2695,2029
30.483333000000002,-90.1,1628,2447
30.25,-92.233333,1663,2635
30.45,-93.43333299999999,1981,2220
30.85,-93.283333,1847,2493
30.116667,-90.983333,1583,2618
30.866667,-92.8,1941,2376
32.61667,-91.56667,2450,2240
30.5,-92.416667,1640,2800
29.766666999999998,-91.416667,1522,2508
30.8,-90.13333,1839,2410
29.433329999999998,-90.3,1359,2679
30.433333,-92.033333,1487,2674
29.888333000000003,-93.416667,1508,2834
30.5,-90.36667,1790,2413
32.783333,-92.06666700000001,2672,1996
29.533333000000002,-90.833333,1349,2793
29.916666999999997,-91.666667,1628,2498
31.66667,-92.2,2291,2169
30.233333000000002,-92.583333,1732,2559
31.48333,-91.85,2146,2435
30.21667,-92.01666999999999,1531,2671
30.233333000000002,-91.93333299999999,1493,2686
30.033333000000002,-92.766667,1735,2661
30.116670000000003,-93.21667,1546,2705
32.8,-91.18333299999999,2584,2232
31.15,-93.25,2048,2250
29.78333,-92.21667,1567,2683
31.98333,-93.95,2290,2219
30.366670000000003,-91.16667,1730,2482
29.58333,-89.83333,1292,2963
31.183329999999998,-92.4,2062,2392
31.566670000000002,-93.48333000000001,2308,2197
32.53333,-93.3,2505,2143
32.51667,-92.05,2190,2517
32.53333,-92.06667,2399,2311
29.7,-91.216667,1479,2570
31.75,-93.083333,2180,2438
30.0375,-91.88389000000001,1544,2677
29.986109999999996,-90.25556,1417,2773
29.916666999999997,-90.133333,1210,3008
30.683329999999998,-91.36667,1777,2455
30.6,-92.78333,1609,2651
31.866670000000003,-92.26666999999999,2459,2041
29.883333,-90.43333299999999,1329,2598
32.883333,-93.68333299999999,2695,2002
32.41667,-93.63333,2452,2273
30.066667,-90.56666700000001,1579,2584
29.73333,-92.81667,1521,2771
30.95,-93.28333,2050,2312
32.516667,-92.65,2517,2066
29.866670000000003,-89.83333,1493,2561
31.916666999999997,-91.133333,2163,2415
32.55,-93.76666999999999,2251,2405
30.28333,-89.78333,1653,2547
32.4,-91.18333299999999,2426,2219
29.8,-90.81666700000001,1433,2672
31.916666999999997,-92.583333,2366,2145
32.11667,-91.75,2357,2298
31.133329999999997,-92.46667,2047,2380
44.35,-68.26666999999999,7437,269
47.06667,-69.08333,10646,50
44.31667,-69.8,7358,388
44.8,-68.81667,7676,313
45.28333,-69.15,8715,174
44.4,-69.0,7432,248
45.666667,-69.81666700000001,9859,92
46.43333,-67.85,9320,142
44.06667,-70.71667,8194,209
43.916667,-69.95,7353,297
46.86667,-68.01666999999999,9560,191
46.5,-69.283333,10507,53
44.916667,-69.266667,8577,218
45.66667,-67.88333,9324,119
45.18333,-69.23333000000001,9132,158
43.88333,-70.8,8346,205
44.9,-66.983333,7666,72
44.516667,-68.416667,7493,232
45.216667,-70.483333,9935,57
44.666667,-70.15,8628,147
47.25,-68.6,10075,120
44.233333,-69.8,7751,293
45.183333000000005,-67.8,8431,199
46.13333,-67.8,9300,169
46.116667,-67.81666700000001,8940,173
45.7,-70.283333,9608,109
44.65,-67.65,8192,108
43.35,-70.46667,7586,164
44.1,-70.216667,7107,465
45.21667,-70.2,9442,101
44.8,-69.9,8354,215
44.75,-70.916667,9466,92
45.65,-68.7,8782,231
44.05,-69.53333,7334,260
44.933333000000005,-68.733333,8036,293
43.91667,-69.26666999999999,7238,82
43.65,-70.233333,7318,347
46.666667,-68.0,9155,174
44.96667,-70.65,9843,85
45.883333,-69.18333299999999,9715,123
44.51667,-70.56667,7935,272
43.46667,-70.78333,6965,397
46.55,-68.333333,10144,102
47.16667,-67.95,10039,122
45.56667,-67.43333,8746,194
44.55,-69.65,7953,291
43.7,-70.61667,7860,262
44.2,-69.15,7723,240
45.15,-67.4,8188,242
39.483333,-76.116667,4459,1153
38.98333,-76.51666999999999,4695,1162
38.23333,-75.13333,4266,1066
39.18333,-76.66667,4720,1147
39.283333,-76.616667,3807,1774
39.05,-76.9,4707,1109
39.5,-76.38333,4618,1159
39.183333000000005,-77.31666700000001,4694,949
38.56667,-76.06667,3930,1400
39.65,-77.45,5370,733
39.05,-76.06667,4385,1095
39.216667,-76.06666700000001,4559,1183
39.25,-76.93333,4997,898
38.983333,-76.93333299999999,4377,1325
39.65,-76.166667,5044,1068
37.983333,-75.866667,3829,1440
39.63333,-78.75,5191,877
38.933333000000005,-77.116667,4382,1258
38.883333,-75.81666700000001,4396,1141
39.68333,-77.3,5032,918
39.4,-77.4,4430,1272
39.65,-78.91667,6775,344
38.96667,-76.8,4970,917
39.65,-77.716667,5249,902
39.7,-78.18333299999999,5351,783
38.533333,-77.0,4217,1055
39.1,-76.86667,4505,1271
38.45,-76.733333,4299,1093
39.71667,-76.8,5162,790
39.183333000000005,-75.866667,4684,1025
38.9,-76.966667,4571,1243
39.4,-79.4,6368,316
38.7,-76.68333299999999,4431,1110
39.633333,-76.666667,5436,708
38.21667,-75.7,4198,1092
39.083333,-77.15,4990,983
38.71667,-76.18333,3967,1392
38.36667,-75.6,3936,1246
38.33333,-75.51666999999999,4254,1155
39.5,-79.133333,6375,414
38.15,-75.283333,4008,1194
39.38333,-76.56667,4564,1194
39.45,-77.18333299999999,5290,803
38.86667,-76.78333,4785,1002
38.48333,-75.83333,4073,1274
39.55,-76.96667,4890,995
39.333333,-76.866667,4790,1027
42.4,-72.516667,6856,452
42.43333,-72.03333,7523,223
42.46667,-71.28333,6370,485
42.633333,-72.116667,7696,240
42.2,-71.116667,6371,558
42.36667,-71.03333,5630,777
42.083333,-71.016667,6008,529
42.11667,-71.9,6886,384
41.66667,-69.96667,5931,265
42.3,-72.98333000000001,7075,480
42.416667,-71.68333299999999,6576,548
42.46667,-72.93333,7689,222
42.11667,-72.13333,6936,346
41.76667,-70.66667,5991,503
41.383333,-70.516667,5713,436
42.283333,-71.416667,6060,651
42.18333,-73.4,7406,292
42.783333,-71.083333,6435,550
42.23333,-70.91667,5920,496
41.65,-70.283333,6026,413
42.28333,-72.86667,7312,287
42.7,-71.166667,6539,510
42.65,-71.333333,6575,532
42.5,-70.86667,5704,582
42.6,-71.016667,5868,596
41.25,-70.06667,5776,361
41.65,-70.93333299999999,5734,740
41.98333,-70.7,5754,555
42.06667,-70.2,5994,436
42.51667,-71.13333,6401,472
41.816666999999995,-71.0,5922,561
42.3,-73.3,6971,311
41.9,-71.1,6012,558
42.63333,-72.21667,7254,393
42.15,-71.25,6109,539
42.13333,-71.43333,6302,534
42.26667,-71.86667,6831,371
41.883333,-84.033333,6667,586
46.65,-88.48333000000001,9424,248
42.533333,-85.9,7230,444
43.383333,-84.65,7300,511
45.066666999999995,-83.533333,8274,290
45.06667,-83.43333,7990,304
42.283333,-83.733333,6503,691
45.0,-84.15,8296,323
43.8,-83.01666999999999,7565,376
43.883333,-85.866667,7800,368
42.33333,-85.18333,6742,559
46.18333,-88.88333,9100,228
42.116667,-86.366667,6675,609
46.583333,-89.55,9689,192
46.81667,-87.73333000000001,8651,203
43.75,-85.5,7547,418
42.383333,-85.95,6904,508
45.16667,-84.91667,7678,388
44.23333,-85.38333,8383,271
43.483333,-83.4,6956,519
46.516667,-87.983333,9548,162
42.55,-84.8,7041,487
46.33333,-86.91667,8725,216
45.633333,-84.483333,8419,249
41.916667,-85.0,6975,520
47.466667,-87.9,8756,173
45.65,-85.03333,8417,201
46.166667,-88.233333,9632,190
42.3,-83.23333000000001,6224,788
45.983333,-83.883333,8801,218
42.4,-83.0,5898,920
42.23333,-83.31667,6422,736
41.98333,-86.13333,6732,584
46.316666999999995,-84.233333,9491,136
45.166667,-85.116667,7646,325
42.71667,-84.46667,7164,489
44.283333,-83.466667,7438,362
42.4,-86.4,6237,797
45.75,-87.05,8584,223
43.61667,-83.86667,7106,545
43.35,-85.266667,8123,301
45.666667,-86.7,8039,254
42.96667,-83.73333000000001,7005,555
44.633333,-86.25,7262,383
45.033333,-84.65,8200,308
43.983333,-84.466667,7851,377
43.066666999999995,-86.233333,6716,506
46.666667,-85.983333,8515,183
42.88333,-85.51666999999999,6896,613
44.666667,-84.8,8658,254
43.2,-85.2,7204,501
42.38333,-82.9,6160,757
42.4,-85.383333,6342,798
44.45,-83.68333299999999,8136,279
43.83333,-82.65,7651,295
44.75,-83.3,8074,248
43.733333,-86.333333,7496,395
42.65,-85.3,7046,523
46.66667,-88.33333,9451,207
43.56667,-85.96667,7607,364
41.933333000000005,-84.65,7189,475
42.7,-86.1,6589,611
47.16667,-88.5,9094,210
44.266667,-84.733333,8565,234
44.36667,-84.68333,8166,318
42.983333,-85.06666700000001,7177,544
45.833333,-88.05,8784,325
46.45,-90.15,9511,228
42.26667,-84.46667,6873,570
42.28333,-85.6,6235,773
44.733333,-85.2,8570,228
46.483333,-88.883333,9119,249
44.333333,-85.2,8414,257
42.78333,-84.6,7098,558
43.033333,-83.333333,7336,452
43.95,-86.466667,7168,441
44.41667,-84.03333,8523,248
44.283333,-86.45,6970,478
45.966667,-86.25,8945,158
44.85,-85.85,7377,419
46.56667,-87.4,8272,260
46.53333,-87.56667,9712,167
43.61667,-84.21667,6645,679
42.06667,-83.61667,6683,529
42.566666999999995,-83.68333299999999,6989,550
44.65,-84.1,8214,327
41.916667,-83.383333,6529,705
43.416667,-86.366667,7154,361
42.583333,-82.866667,6620,597
43.6,-84.75,7329,492
46.383333,-86.616667,9025,163
43.16667,-86.23333000000001,6943,487
46.333333,-85.483333,8582,243
44.91667,-85.5,8023,260
45.5,-84.25,7635,373
46.83333,-89.2,8469,271
42.966667,-84.166667,7192,448
45.56667,-84.78333,8392,267
45.45,-84.98333000000001,8007,264
42.633333,-83.233333,6680,626
43.0,-82.43333299999999,6845,626
45.41667,-83.8,8209,272
46.28333,-84.61667,9095,178
43.48333,-84.03333,6512,722
43.53333,-84.08333,7099,548
43.3,-84.133333,7209,522
45.85,-84.71667,8156,274
45.733333,-85.533333,8167,242
42.983333,-84.56666700000001,7048,554
43.416667,-82.81666700000001,7133,477
46.5,-84.35,9224,145
46.28333,-85.95,8250,330
42.4,-86.283333,6223,615
46.066666999999995,-88.633333,10028,148
43.91667,-84.01666999999999,7830,316
45.383333,-87.633333,8679,284
46.6,-85.23333000000001,9569,138
41.95,-85.633333,6946,551
44.73333,-85.58333,7550,432
46.2,-85.016667,8916,183
44.983333,-84.466667,9012,217
46.266667,-89.18333299999999,9668,232
44.3,-84.23333000000001,7924,349
46.783333,-84.966667,9060,129
42.23333,-83.53333,6167,828
47.3,-96.516667,9482,501
48.3,-95.983333,10494,344
46.533333,-93.7,9461,259
43.65,-93.366667,8223,594
45.866667,-95.366667,9046,474
48.333333,-96.783333,9951,389
45.366667,-96.133333,8468,627
43.61667,-92.98333000000001,8411,498
47.683333000000005,-91.916667,9614,283
48.716667,-94.6,9731,363
47.5,-94.93333299999999,9540,349
45.316666999999995,-95.616667,8308,634
48.183333000000005,-93.8,9650,308
46.4,-94.133333,9476,364
47.266667,-91.866667,10634,113
45.61667,-96.83333,8534,654
46.28333,-92.5,9795,204
45.166667,-93.883333,8429,567
43.56667,-91.45,8131,513
45.566666999999995,-93.233333,8703,474
46.1,-96.4,9001,556
44.716667,-96.283333,7848,726
47.383333,-94.633333,9976,316
45.31667,-93.28333,8367,500
44.8,-93.58333,7549,803
46.7,-92.516667,9245,269
45.58333,-94.4,8154,635
47.86667,-93.06667,9643,256
47.183333000000005,-92.31666700000001,10195,173
47.833333,-96.6,9642,484
46.88333,-94.36667,9768,312
45.05,-93.78333,8531,552
46.816666999999995,-95.85,9212,489
46.76667,-92.08333,9371,224
46.83333,-92.18333,9724,189
46.0,-95.983333,9249,453
47.533333,-92.6,10025,243
43.633333,-94.466667,7820,716
44.25,-93.26666999999999,8163,592
44.666667,-93.18333299999999,7773,658
46.283333,-96.06666700000001,9198,501
47.0,-92.91667,10213,169
45.31667,-92.93333,7941,647
47.566666999999995,-95.733333,10116,306
44.55,-94.216667,8319,640
47.083333,-96.8,9037,553
45.65,-95.4,8474,560
47.75,-90.333333,9403,92
43.7,-92.56666700000001,8423,490
47.966667,-89.666667,9985,114
47.25,-93.5,9533,295
46.416667,-94.35,9611,361
48.083333,-90.766667,10572,178
48.766667,-96.95,10280,405
44.766667,-92.866667,8104,621
46.83333,-96.21667,9628,478
47.41667,-92.93333,9978,208
46.016667,-92.93333299999999,9102,346
44.88333,-94.35,8339,608
48.6,-93.4,10269,233
46.25,-93.5,9355,329
47.216667,-95.2,10359,260
44.666667,-93.633333,8805,416
48.58333,-96.51666999999999,10256,375
47.95,-94.45,10126,283
44.0,-95.95,8227,630
44.25,-95.31667,8156,649
47.25,-94.216667,9495,347
45.133333,-94.5,8693,560
45.966667,-94.35,8447,602
45.966667,-94.866667,8556,541
47.7,-90.66667,10674,97
43.65,-96.2,8203,644
45.016667,-96.18333299999999,8488,653
47.316666999999995,-95.966667,10071,364
44.15,-94.01666999999999,8029,650
45.016667,-93.65,7983,587
47.6,-93.68333,10135,249
44.45,-95.783333,7592,802
45.66667,-94.81667,8374,614
45.75,-93.65,9042,391
45.116667,-95.93333299999999,8164,653
44.883333,-93.166667,7876,699
44.95,-95.716667,8303,622
46.5,-92.8,9196,296
45.883333,-93.3,9145,379
45.583333,-95.916667,8758,568
45.3,-94.93333299999999,8472,617
44.233333,-94.466667,7613,778
47.76667,-95.91667,10185,328
44.78333,-94.98333000000001,8474,605
46.433333000000005,-95.56666700000001,8582,634
44.1,-93.23333000000001,8128,659
46.9,-95.05,9483,412
46.683333000000005,-94.116667,9413,364
44.0,-96.3,8422,611
47.25,-93.583333,9675,303
43.66667,-92.08333,8095,484
47.883333,-96.266667,9967,398
47.86667,-95.03333,10353,265
44.61667,-92.61667,8032,617
44.53333,-95.11667,7819,780
47.05,-93.916667,9703,266
43.91667,-92.5,8308,473
48.85,-95.766667,10628,305
44.7,-93.116667,8345,533
46.48333,-96.26666999999999,9290,552
45.58333,-94.18333,8815,443
43.983333,-94.6,8043,678
44.98333,-93.08333,7606,715
44.383333,-93.866667,8072,693
46.8,-93.31666700000001,9448,356
45.53333,-93.81667,8244,555
44.233333,-94.966667,8266,583
44.65,-94.53333,8110,676
45.25,-92.75,7552,775
46.96667,-95.65,9962,342
44.3,-92.2,8188,551
48.18333,-96.16667,9822,448
48.2,-95.266667,9819,338
47.8,-92.283333,11174,113
44.233333,-95.616667,8207,644
47.016667,-91.68333299999999,9096,178
44.25,-96.133333,8024,582
47.533333,-92.6,10039,214
46.433333000000005,-95.133333,9656,332
47.066666999999995,-94.583333,9392,371
48.566666999999995,-95.633333,10612,266
48.916667,-95.31666700000001,10472,322
44.066666999999995,-93.516667,8265,597
48.166667,-94.466667,10158,323
45.8,-96.483333,8123,735
45.133333,-95.016667,8634,573
43.866667,-95.116667,8134,638
43.766667,-94.166667,8094,641
47.433333000000005,-94.05,9763,326
44.033333,-91.65,6839,990
47.933333000000005,-91.8,10264,266
43.65,-95.58333,8477,542
46.7,-93.06667,9468,217
33.8,-88.516667,3033,1810
34.316666999999995,-89.95,3287,1795
30.366670000000003,-89.58333,1751,2453
31.983333000000002,-89.283333,2134,2107
33.183333000000005,-90.483333,2687,2183
30.4,-88.883333,1645,2517
34.666667,-88.55,3456,1649
31.566667,-90.43333299999999,2323,2049
33.866667,-89.283333,3130,1793
32.6,-90.0,2434,2194
32.7,-89.46667,2664,1976
34.0025,-90.06916700000001,3159,1872
34.2,-90.56666700000001,3005,2109
33.75,-90.716667,2714,2288
33.8,-90.71667,3043,2074
31.65,-89.55,2265,2046
31.25,-89.833333,2066,2296
33.51667,-88.4,2740,2073
34.91667,-88.6,2989,1966
31.983333000000002,-90.366667,2173,2226
31.966666999999998,-89.866667,2538,1960
33.583333,-89.266667,3076,1747
32.35,-89.483333,2402,1943
34.266667,-88.43333299999999,2781,1997
33.416667,-91.05,2715,2216
33.5,-90.08333,2552,2264
33.783333,-89.8,3091,1817
30.383329999999997,-89.11667,1514,2679
31.3,-89.28333,2024,2327
31.816670000000002,-90.45,2016,2197
34.816666999999995,-89.983333,3442,1749
34.616667,-89.2,3548,1615
34.783333,-89.43333299999999,3697,1531
33.9,-89.0,3278,1647
34.73333,-89.8,3465,1745
34.8,-88.21667,3929,1327
32.33333,-90.33333,2401,2264
32.683333000000005,-88.633333,2730,1888
33.03333,-89.58333,2742,1983
31.7,-89.133333,2290,2124
33.116667,-90.06666700000001,2710,1837
31.15,-90.81667,2320,2029
33.133333,-89.05,2902,1735
33.1,-88.55,2899,1952
31.25,-90.46667,1932,2291
31.466666999999998,-90.883333,2247,2078
32.333333,-88.75,2352,2173
30.983333000000002,-88.733333,2101,2124
33.75,-90.3,2905,2000
31.55,-90.1,2314,2163
33.45,-90.5,2600,2256
31.566667,-91.45,1910,2293
32.33333,-89.08333,2670,1899
32.2,-90.51666999999999,2498,2077
32.71667,-90.93333,2398,2070
30.35,-88.55,1870,2286
32.316666999999995,-89.783333,2305,1976
32.783333,-89.1,2574,2006
30.466666999999998,-89.666667,1819,2377
32.88333,-89.98333000000001,2729,1891
34.15,-89.0,3114,1868
30.85,-89.55,1853,2379
31.95,-90.983333,2655,1891
32.03333,-88.73333000000001,2549,1862
31.366670000000003,-88.93333,2249,2023
34.733333,-88.95,3648,1598
32.916667,-90.866667,2664,2162
33.833333,-91.033333,2939,2064
32.416667,-88.616667,2229,2073
30.633329999999997,-89.05,1558,2415
33.466667,-88.81666700000001,2888,1920
33.416667,-90.916667,2806,2215
34.68333,-90.38333,3189,1996
34.25,-88.73333000000001,3086,1884
31.116667,-90.133333,1838,2271
34.366667,-89.533333,3424,1749
34.2,-88.71667,3157,1896
32.36667,-90.85,2089,2269
34.183333000000005,-89.633333,3235,1812
30.3,-89.38333,1827,2386
31.666666999999997,-88.633333,2413,1980
30.85,-89.166667,1920,2313
33.48333,-89.7,3410,1417
31.1,-91.3,1944,2329
32.9,-90.38333,2408,2270
37.1,-89.91667,4587,1402
36.7,-91.31666700000001,4534,1286
39.866667,-94.43333299999999,5884,1136
36.633333,-94.45,4357,1225
38.183333000000005,-94.033333,5159,1243
37.6,-90.633333,5029,1047
40.266667,-94.033333,6223,1022
37.06667,-93.55,5080,1222
37.616667,-93.4,4798,1385
38.966667,-92.75,5210,1353
39.35,-91.2,5509,1178
39.783333,-93.083333,5928,1032
39.416667,-93.133333,5680,1075
37.6,-93.1,5054,1174
37.45,-91.216667,4993,1081
38.266667,-94.333333,4953,1420
38.633333,-92.56666700000001,5170,1252
38.05,-92.783333,4396,1451
40.15,-91.516667,5832,1161
37.23333,-89.56667,4344,1515
39.366667,-93.5,5424,1317
37.183333000000005,-94.283333,4454,1437
36.333333,-89.633333,3811,1783
36.683333000000005,-93.93333299999999,4768,1151
36.93333,-89.35,4342,1591
39.75,-93.55,5786,1170
37.116667,-90.783333,4606,1347
38.383333,-93.8,5294,1296
38.36667,-93.13333,5323,1117
38.81667,-92.21667,5177,1246
40.25,-94.68333299999999,6061,1104
37.816666999999995,-91.43333299999999,4750,1137
36.8,-89.966667,3844,1802
36.58333,-90.81667,4616,1303
36.766667,-92.216667,4399,1321
39.483333,-94.633333,5271,1258
38.35,-92.583333,4710,1514
37.833333,-93.866667,4804,1378
39.166667,-90.783333,4887,1320
37.78333,-90.4,5134,1170
38.25,-90.41667,5180,1091
37.566666999999995,-90.3,4721,1245
38.46667,-91.7,5117,1181
38.85,-91.95,5390,1147
36.8,-93.466667,4642,1178
39.916667,-93.966667,5871,1060
40.5,-94.416667,6036,1014
37.1,-90.43333299999999,4895,1100
37.4,-92.61667,4712,1290
39.73333,-94.0,6543,860
39.716667,-91.366667,5655,1122
37.316666999999995,-91.95,4916,1147
39.1,-94.41667,5373,1176
37.383333,-89.68333299999999,4225,1589
38.583333,-92.166667,5158,1261
37.15,-94.5,4253,1555
39.3,-94.71667,5249,1325
39.11667,-94.58333,4734,1676
36.21667,-90.06667,3961,1749
40.183333000000005,-92.6,6134,988
38.2,-92.616667,4728,1299
37.533333,-94.25,4581,1484
37.7,-92.68333299999999,4619,1315
38.88333,-94.33333,5623,1137
39.166667,-93.883333,5362,1255
37.55,-91.9,4804,1314
37.383333,-93.95,4632,1437
39.73333,-92.48333000000001,5956,1106
36.55,-89.96667,4190,1655
37.083333,-92.5,4967,1201
37.3,-89.966667,4448,1233
39.116667,-93.18333299999999,5493,1176
37.416667,-92.866667,4520,1381
40.35,-94.866667,6239,986
40.45,-92.166667,6184,956
39.166667,-91.866667,5604,1151
39.41667,-92.43333,5138,1322
36.88333,-93.9,4619,1284
39.65,-91.75,5053,1380
37.15,-92.266667,5196,1138
37.06667,-93.88333,4902,1222
36.866667,-94.366667,4526,1339
37.85,-94.35,4753,1464
39.01667,-92.76666999999999,5248,1237
36.58333,-89.53333,4196,1666
36.98333,-93.05,5080,1096
39.983333,-95.133333,5982,1066
38.05,-93.7,4576,1479
36.65,-93.116667,4595,1188
37.7,-89.85,4944,1227
37.91667,-93.31667,4835,1359
36.75,-90.416667,4230,1639
36.41667,-89.7,4074,1649
37.933333000000005,-90.8,4886,1268
40.35,-93.68333,6120,913
37.966667,-91.733333,4876,1359
38.38333,-91.33333,5405,1018
38.783333,-90.483333,5121,1231
38.68333,-90.51666999999999,5199,1293
39.76667,-94.91667,5345,1339
38.61667,-90.18333,4650,1633
38.75,-90.38333,4758,1561
38.8,-90.56667,5020,1399
37.7,-91.416667,4381,1324
39.43333,-92.8,5622,1176
39.63333,-91.25,5488,1297
38.66667,-93.21667,5299,1201
36.516667,-93.93333299999999,4915,1003
39.7,-92.05,5943,1046
36.85,-89.58333,4269,1607
39.38333,-94.55,5622,1197
40.25,-93.71667,6445,890
37.23333,-93.38333,4602,1366
38.016667,-91.31666700000001,5319,1027
39.966667,-91.883333,5522,1182
37.7,-93.78333,4762,1507
37.183333000000005,-91.65,4845,1133
38.966667,-93.416667,5338,1210
40.416667,-95.4,6178,1018
40.083333,-93.616667,6109,1019
38.25,-93.36667,4928,1388
38.45,-91.0,4586,1428
40.483333,-93.05,6411,876
37.0,-91.01666999999999,4606,1273
39.3,-91.483333,5642,1109
38.433333000000005,-92.85,4844,1212
38.13333,-91.76666999999999,4856,1257
38.21667,-92.0,5298,1074
36.916667,-90.283333,4118,1641
38.766667,-93.733333,5063,1361
38.833333,-91.25,5145,1259
36.8,-92.56666700000001,4503,1314
37.833333,-92.2,4682,1255
38.66667,-90.73333000000001,5008,1318
36.73333,-91.85,4723,1183
36.916667,-91.966667,4281,1436
38.53333,-93.53333,5112,1315
45.15,-104.26666,8677,465
45.06667,-112.05,8563,126
46.133333,-112.95,8155,181
47.483333,-112.5,7786,233
46.65,-112.26666999999999,8960,151
48.883333,-113.41666000000001,8787,82
45.95,-108.13333,7416,593
46.316666999999995,-109.38333,7675,290
45.783333,-111.16666000000001,8578,259
45.05,-105.46667,7830,550
47.866667,-114.03333,7140,288
48.183333000000005,-110.1,8110,424
45.21667,-111.28333,9923,38
45.833333,-109.95,7503,382
45.76667,-108.48333000000001,6527,658
45.8,-108.53333,7006,583
45.3,-106.48333000000001,7455,580
47.98333,-112.55,8673,163
47.41667,-104.91667,8714,449
46.25,-112.11666000000001,8436,213
45.666667,-110.98333000000001,7729,298
45.66667,-111.15,7984,216
45.81667,-110.88333,9611,25
45.81667,-106.23333000000001,7173,700
48.516667,-105.3,8867,529
45.3,-108.88333,7544,470
45.433333000000005,-105.4,7375,629
46.116667,-108.81666000000001,7511,411
47.28333,-105.83333,8175,591
45.533333,-106.95,7966,462
45.95,-112.5,9399,127
46.65,-111.73333000000001,7467,349
46.7,-104.25,8312,518
47.8,-111.21667,8180,378
47.266667,-111.68333,7172,327
47.0,-111.58333,8305,113
48.516667,-110.95,8629,311
48.6,-109.21666,8729,401
47.8,-112.25,7629,329
47.43333,-105.58333,8054,621
48.31667,-109.06667,8370,287
47.066666999999995,-106.61666000000001,7809,593
45.883333,-106.6,7313,613
45.633333,-109.25,7378,402
48.25,-111.96666,8467,202
47.98333,-107.56667,8226,515
45.01667,-109.93333,11624,8
48.183333000000005,-114.13333,8076,167
45.733333,-107.56666000000001,7774,527
48.133333,-104.5,8611,593
48.633333,-112.33333,8880,195
46.033333,-114.16666000000001,7006,270
46.38333,-112.8,8507,104
48.98333,-112.81667,8917,159
47.4,-110.13333,8849,182
45.25,-112.55,8194,199
45.2,-112.63333,7787,183
45.76667,-112.78333,9557,89
46.66667,-113.15,8276,165
48.4472,-113.2236,9453,48
45.883333,-104.53333,7904,588
45.35,-111.71666,7963,164
48.9,-115.06667,7459,325
47.616667,-111.98333000000001,8039,279
46.866667,-108.28333,7528,450
48.866667,-107.51666000000002,8559,511
46.26667,-106.68333,7129,713
48.5,-109.8,8344,478
47.816666999999995,-110.66666000000001,7143,485
48.8,-114.93333,8060,188
48.01667,-106.4,7678,711
45.03333,-110.7,7560,391
47.6,-110.26666999999999,7296,480
47.6011,-112.7547,9007,85
48.58333,-110.3,8320,377
48.216667,-106.61666000000001,8560,494
45.51667,-112.68333,8624,146
47.1,-104.71666,8029,739
48.833333,-111.5,8478,214
47.033333,-108.8,7786,333
47.48333,-111.35,7828,288
46.2,-114.15,7494,262
45.75,-107.6,6825,736
48.466667,-108.66666000000001,8505,433
46.45,-109.83333,7905,262
47.38333,-115.35,8236,112
48.55,-109.76666999999999,8250,377
47.616667,-106.68333,8105,506
44.8,-111.18333,10517,45
46.583333,-112.03333,7975,277
48.066666999999995,-115.93333,7629,140
48.35,-107.15,8483,559
46.95,-112.16666000000001,6644,457
48.383333,-114.05,8190,265
45.9,-108.31666000000001,7616,445
46.3,-107.21667,7263,589
45.93333,-107.13333,7991,482
47.8,-109.78333,8053,444
46.7,-107.21667,7866,604
45.36667,-113.41667,10471,23
45.48333,-108.96667,7653,385
48.58333,-110.78333,8354,347
47.316666999999995,-106.9,8254,614
47.48333,-106.46667,8260,566
46.68333,-109.48333000000001,9005,150
48.2,-114.41667,8193,142
44.6,-111.75,10586,30
45.616667,-106.65,7763,466
46.36667,-110.6,9985,69
47.05,-109.45,8413,255
48.4,-115.3,7379,256
48.383333,-115.55,7006,326
47.96667,-115.23333000000001,9118,41
44.65,-112.6,9654,77
46.95,-112.65,8860,91
47.4,-113.71667,8872,143
45.51667,-110.56667,7979,186
45.7,-110.45,7475,329
47.93333,-110.5,7852,477
48.45,-105.95,9022,402
48.4,-107.73333000000001,8946,456
47.85,-108.0,8327,509
46.45,-110.31666000000001,8399,107
48.533333,-104.45,9234,462
46.6,-107.86666000000001,7136,621
46.1,-110.05,8985,121
46.75,-104.98333000000001,8463,569
46.43333,-105.86667,7620,822
46.8747,-111.1643,9145,93
46.88333,-113.96667,7562,298
46.91667,-114.08333,7622,256
46.25,-105.3,7826,714
47.05,-109.95,7958,312
45.11667,-105.81667,7536,594
47.0,-107.85,7705,597
45.233333,-109.75,8392,164
47.05,-110.78333,8307,177
45.483333,-111.63333,7025,413
45.45,-109.8,7253,218
48.53333,-114.56667,9261,76
49.0,-106.38333,9778,286
48.68333,-106.31667,10010,298
45.1,-106.25,7244,626
46.9,-113.06667,9647,52
46.31667,-113.3,8734,67
48.783333,-104.55,9037,470
46.4,-104.5,8211,592
48.783333,-114.26666000000002,9609,42
47.683333000000005,-114.15,7092,342
47.65,-114.33333,7084,340
45.66667,-111.9,8646,161
48.116667,-105.2,8395,662
49.0,-107.83333,8865,427
46.88333,-113.6,9165,82
45.85,-105.01666999999999,7705,748
45.95,-109.35,7463,427
48.99472,-104.57528,9104,480
47.3,-110.75,7774,290
45.166667,-109.25,8357,233
48.83333,-104.95,9187,429
45.483333,-104.48333000000001,8339,500
46.81667,-106.23333000000001,8097,592
47.16667,-112.31667,8409,247
46.45,-108.53333,7044,556
